ensemblid	annotcategory
ENSG00000064886	Secreted to blood
ENSG00000069482	Secreted to blood
ENSG00000069702	Secreted to blood
ENSG00000070031	Secreted to blood
ENSG00000070081	Secreted to blood
ENSG00000071246	Secreted to blood
ENSG00000072080	Secreted to blood
ENSG00000072274	Secreted to blood
ENSG00000073754	Secreted to blood
ENSG00000073849	Secreted to blood
ENSG00000074842	Secreted to blood
ENSG00000077984	Secreted to blood
ENSG00000078098	Secreted to blood
ENSG00000078401	Secreted to blood
ENSG00000079557	Secreted to blood
ENSG00000080910	Secreted to blood
ENSG00000081041	Secreted to blood
ENSG00000081051	Secreted to blood
ENSG00000082196	Secreted to blood
ENSG00000083535	Secreted to blood
ENSG00000084674	Secreted to blood
ENSG00000085265	Secreted to blood
ENSG00000085514	Secreted to blood
ENSG00000087237	Secreted to blood
ENSG00000088812	Secreted to blood
ENSG00000090382	Secreted to blood
ENSG00000090512	Secreted to blood
ENSG00000090534	Secreted to blood
ENSG00000091513	Secreted to blood
ENSG00000091583	Secreted to blood
ENSG00000091879	Secreted to blood
ENSG00000092009	Secreted to blood
ENSG00000092969	Secreted to blood
ENSG00000093072	Secreted to blood
ENSG00000093134	Secreted to blood
ENSG00000095752	Secreted to blood
ENSG00000096395	Secreted to blood
ENSG00000099139	Secreted to blood
ENSG00000099769	Secreted to blood
ENSG00000099985	Secreted to blood
ENSG00000100078	Secreted to blood
ENSG00000100097	Secreted to blood
ENSG00000100147	Secreted to blood
ENSG00000100311	Secreted to blood
ENSG00000100336	Secreted to blood
ENSG00000100342	Secreted to blood
ENSG00000100450	Secreted to blood
ENSG00000100453	Secreted to blood
ENSG00000100665	Secreted to blood
ENSG00000100979	Secreted to blood
ENSG00000101017	Secreted to blood
ENSG00000101144	Secreted to blood
ENSG00000101200	Secreted to blood
ENSG00000101280	Secreted to blood
ENSG00000101405	Secreted to blood
ENSG00000101425	Secreted to blood
ENSG00000101439	Secreted to blood
ENSG00000101440	Secreted to blood
ENSG00000101670	Secreted to blood
ENSG00000102109	Secreted to blood
ENSG00000102245	Secreted to blood
ENSG00000102265	Secreted to blood
ENSG00000102313	Secreted to blood
ENSG00000102359	Secreted to blood
ENSG00000102962	Secreted to blood
ENSG00000102970	Secreted to blood
ENSG00000103196	Secreted to blood
ENSG00000103355	Secreted to blood
ENSG00000103489	Secreted to blood
ENSG00000104324	Secreted to blood
ENSG00000104432	Secreted to blood
ENSG00000104760	Secreted to blood
ENSG00000104805	Secreted to blood
ENSG00000104826	Secreted to blood
ENSG00000104827	Secreted to blood
ENSG00000104899	Secreted to blood
ENSG00000104918	Secreted to blood
ENSG00000104921	Secreted to blood
ENSG00000104951	Secreted to blood
ENSG00000105220	Secreted to blood
ENSG00000105246	Secreted to blood
ENSG00000105329	Secreted to blood
ENSG00000105550	Secreted to blood
ENSG00000105697	Secreted to blood
ENSG00000105835	Secreted to blood
ENSG00000105852	Secreted to blood
ENSG00000105854	Secreted to blood
ENSG00000105894	Secreted to blood
ENSG00000106178	Secreted to blood
ENSG00000106236	Secreted to blood
ENSG00000106538	Secreted to blood
ENSG00000106927	Secreted to blood
ENSG00000107014	Secreted to blood
ENSG00000107018	Secreted to blood
ENSG00000107317	Secreted to blood
ENSG00000107562	Secreted to blood
ENSG00000107742	Secreted to blood
ENSG00000108342	Secreted to blood
ENSG00000108679	Secreted to blood
ENSG00000108688	Secreted to blood
ENSG00000108700	Secreted to blood
ENSG00000108702	Secreted to blood
ENSG00000108849	Secreted to blood
ENSG00000109072	Secreted to blood
ENSG00000109272	Secreted to blood
ENSG00000109471	Secreted to blood
ENSG00000109610	Secreted to blood
ENSG00000109758	Secreted to blood
ENSG00000110169	Secreted to blood
ENSG00000110195	Secreted to blood
ENSG00000110203	Secreted to blood
ENSG00000110243	Secreted to blood
ENSG00000110244	Secreted to blood
ENSG00000110245	Secreted to blood
ENSG00000110492	Secreted to blood
ENSG00000110680	Secreted to blood
ENSG00000111339	Secreted to blood
ENSG00000111341	Secreted to blood
ENSG00000111536	Secreted to blood
ENSG00000112116	Secreted to blood
ENSG00000112293	Secreted to blood
ENSG00000112514	Secreted to blood
ENSG00000112655	Secreted to blood
ENSG00000112799	Secreted to blood
ENSG00000112936	Secreted to blood
ENSG00000113070	Secreted to blood
ENSG00000113088	Secreted to blood
ENSG00000113140	Secreted to blood
ENSG00000113520	Secreted to blood
ENSG00000113555	Secreted to blood
ENSG00000113600	Secreted to blood
ENSG00000113889	Secreted to blood
ENSG00000113905	Secreted to blood
ENSG00000114378	Secreted to blood
ENSG00000115008	Secreted to blood
ENSG00000115009	Secreted to blood
ENSG00000115138	Secreted to blood
ENSG00000115263	Secreted to blood
ENSG00000115457	Secreted to blood
ENSG00000115461	Secreted to blood
ENSG00000115523	Secreted to blood
ENSG00000115590	Secreted to blood
ENSG00000115602	Secreted to blood
ENSG00000115828	Secreted to blood
ENSG00000115884	Secreted to blood
ENSG00000116157	Secreted to blood
ENSG00000116194	Secreted to blood
ENSG00000116785	Secreted to blood
ENSG00000116985	Secreted to blood
ENSG00000117090	Secreted to blood
ENSG00000117560	Secreted to blood
ENSG00000117984	Secreted to blood
ENSG00000118004	Secreted to blood
ENSG00000118137	Secreted to blood
ENSG00000118271	Secreted to blood
ENSG00000118292	Secreted to blood
ENSG00000118785	Secreted to blood
ENSG00000118972	Secreted to blood
ENSG00000119147	Secreted to blood
ENSG00000119655	Secreted to blood
ENSG00000119699	Secreted to blood
ENSG00000120054	Secreted to blood
ENSG00000120210	Secreted to blood
ENSG00000120211	Secreted to blood
ENSG00000120235	Secreted to blood
ENSG00000120242	Secreted to blood
ENSG00000120708	Secreted to blood
ENSG00000120885	Secreted to blood
ENSG00000120937	Secreted to blood
ENSG00000121064	Secreted to blood
ENSG00000121351	Secreted to blood
ENSG00000121410	Secreted to blood
ENSG00000121858	Secreted to blood
ENSG00000122218	Secreted to blood
ENSG00000122585	Secreted to blood
ENSG00000122641	Secreted to blood
ENSG00000123146	Secreted to blood
ENSG00000123243	Secreted to blood
ENSG00000123561	Secreted to blood
ENSG00000123610	Secreted to blood
ENSG00000123739	Secreted to blood
ENSG00000123838	Secreted to blood
ENSG00000123843	Secreted to blood
ENSG00000123999	Secreted to blood
ENSG00000124102	Secreted to blood
ENSG00000124107	Secreted to blood
ENSG00000124145	Secreted to blood
ENSG00000124205	Secreted to blood
ENSG00000124391	Secreted to blood
ENSG00000124875	Secreted to blood
ENSG00000124882	Secreted to blood
ENSG00000125378	Secreted to blood
ENSG00000125551	Secreted to blood
ENSG00000125571	Secreted to blood
ENSG00000125735	Secreted to blood
ENSG00000125787	Secreted to blood
ENSG00000125845	Secreted to blood
ENSG00000125965	Secreted to blood
ENSG00000126231	Secreted to blood
ENSG00000126759	Secreted to blood
ENSG00000126838	Secreted to blood
ENSG00000127129	Secreted to blood
ENSG00000127241	Secreted to blood
ENSG00000127318	Secreted to blood
ENSG00000127743	Secreted to blood
ENSG00000127951	Secreted to blood
ENSG00000128040	Secreted to blood
ENSG00000128165	Secreted to blood
ENSG00000128322	Secreted to blood
ENSG00000128564	Secreted to blood
ENSG00000129214	Secreted to blood
ENSG00000129988	Secreted to blood
ENSG00000130173	Secreted to blood
ENSG00000130203	Secreted to blood
ENSG00000130208	Secreted to blood
ENSG00000130283	Secreted to blood
ENSG00000130427	Secreted to blood
ENSG00000130513	Secreted to blood
ENSG00000130768	Secreted to blood
ENSG00000130812	Secreted to blood
ENSG00000131096	Secreted to blood
ENSG00000131142	Secreted to blood
ENSG00000131355	Secreted to blood
ENSG00000131808	Secreted to blood
ENSG00000131981	Secreted to blood
ENSG00000132386	Secreted to blood
ENSG00000132465	Secreted to blood
ENSG00000132693	Secreted to blood
ENSG00000132703	Secreted to blood
ENSG00000132855	Secreted to blood
ENSG00000133048	Secreted to blood
ENSG00000133063	Secreted to blood
ENSG00000133116	Secreted to blood
ENSG00000133466	Secreted to blood
ENSG00000134200	Secreted to blood
ENSG00000134339	Secreted to blood
ENSG00000134352	Secreted to blood
ENSG00000134363	Secreted to blood
ENSG00000134365	Secreted to blood
ENSG00000134389	Secreted to blood
ENSG00000134443	Secreted to blood
ENSG00000134470	Secreted to blood
ENSG00000134548	Secreted to blood
ENSG00000134827	Secreted to blood
ENSG00000135346	Secreted to blood
ENSG00000135414	Secreted to blood
ENSG00000135617	Secreted to blood
ENSG00000135744	Secreted to blood
ENSG00000136250	Secreted to blood
ENSG00000136487	Secreted to blood
ENSG00000136488	Secreted to blood
ENSG00000136634	Secreted to blood
ENSG00000136688	Secreted to blood
ENSG00000136689	Secreted to blood
ENSG00000136694	Secreted to blood
ENSG00000136695	Secreted to blood
ENSG00000136696	Secreted to blood
ENSG00000136697	Secreted to blood
ENSG00000136859	Secreted to blood
ENSG00000136999	Secreted to blood
ENSG00000137033	Secreted to blood
ENSG00000137077	Secreted to blood
ENSG00000137080	Secreted to blood
ENSG00000137142	Secreted to blood
ENSG00000137441	Secreted to blood
ENSG00000137496	Secreted to blood
ENSG00000137642	Secreted to blood
ENSG00000138207	Secreted to blood
ENSG00000138308	Secreted to blood
ENSG00000138315	Secreted to blood
ENSG00000138684	Secreted to blood
ENSG00000138755	Secreted to blood
ENSG00000139178	Secreted to blood
ENSG00000139269	Secreted to blood
ENSG00000140093	Secreted to blood
ENSG00000140545	Secreted to blood
ENSG00000140839	Secreted to blood
ENSG00000141753	Secreted to blood
ENSG00000142224	Secreted to blood
ENSG00000142748	Secreted to blood
ENSG00000143125	Secreted to blood
ENSG00000143162	Secreted to blood
ENSG00000143184	Secreted to blood
ENSG00000143185	Secreted to blood
ENSG00000143278	Secreted to blood
ENSG00000143297	Secreted to blood
ENSG00000143443	Secreted to blood
ENSG00000143494	Secreted to blood
ENSG00000143546	Secreted to blood
ENSG00000145040	Secreted to blood
ENSG00000145050	Secreted to blood
ENSG00000145192	Secreted to blood
ENSG00000145321	Secreted to blood
ENSG00000145431	Secreted to blood
ENSG00000145649	Secreted to blood
ENSG00000145708	Secreted to blood
ENSG00000145777	Secreted to blood
ENSG00000145824	Secreted to blood
ENSG00000145826	Secreted to blood
ENSG00000145839	Secreted to blood
ENSG00000145861	Secreted to blood
ENSG00000146070	Secreted to blood
ENSG00000146197	Secreted to blood
ENSG00000146374	Secreted to blood
ENSG00000146469	Secreted to blood
ENSG00000146674	Secreted to blood
ENSG00000146678	Secreted to blood
ENSG00000147437	Secreted to blood
ENSG00000147571	Secreted to blood
ENSG00000147873	Secreted to blood
ENSG00000147885	Secreted to blood
ENSG00000147896	Secreted to blood
ENSG00000148180	Secreted to blood
ENSG00000148702	Secreted to blood
ENSG00000148926	Secreted to blood
ENSG00000148965	Secreted to blood
ENSG00000149131	Secreted to blood
ENSG00000149639	Secreted to blood
ENSG00000149735	Secreted to blood
ENSG00000150281	Secreted to blood
ENSG00000150630	Secreted to blood
ENSG00000150687	Secreted to blood
ENSG00000150782	Secreted to blood
ENSG00000151327	Secreted to blood
ENSG00000151468	Secreted to blood
ENSG00000151655	Secreted to blood
ENSG00000151882	Secreted to blood
ENSG00000152266	Secreted to blood
ENSG00000152377	Secreted to blood
ENSG00000153012	Secreted to blood
ENSG00000153162	Secreted to blood
ENSG00000153246	Secreted to blood
ENSG00000153446	Secreted to blood
ENSG00000154188	Secreted to blood
ENSG00000154589	Secreted to blood
ENSG00000156234	Secreted to blood
ENSG00000156466	Secreted to blood
ENSG00000156574	Secreted to blood
ENSG00000157005	Secreted to blood
ENSG00000157017	Secreted to blood
ENSG00000157131	Secreted to blood
ENSG00000157168	Secreted to blood
ENSG00000157322	Secreted to blood
ENSG00000157335	Secreted to blood
ENSG00000157368	Secreted to blood
ENSG00000158458	Secreted to blood
ENSG00000158874	Secreted to blood
ENSG00000159189	Secreted to blood
ENSG00000159224	Secreted to blood
ENSG00000159307	Secreted to blood
ENSG00000159579	Secreted to blood
ENSG00000159674	Secreted to blood
ENSG00000160111	Secreted to blood
ENSG00000160180	Secreted to blood
ENSG00000160323	Secreted to blood
ENSG00000160339	Secreted to blood
ENSG00000160404	Secreted to blood
ENSG00000160862	Secreted to blood
ENSG00000161031	Secreted to blood
ENSG00000161055	Secreted to blood
ENSG00000161610	Secreted to blood
ENSG00000161671	Secreted to blood
ENSG00000161921	Secreted to blood
ENSG00000161955	Secreted to blood
ENSG00000162267	Secreted to blood
ENSG00000162344	Secreted to blood
ENSG00000162878	Secreted to blood
ENSG00000162891	Secreted to blood
ENSG00000162892	Secreted to blood
ENSG00000162894	Secreted to blood
ENSG00000163083	Secreted to blood
ENSG00000163145	Secreted to blood
ENSG00000163217	Secreted to blood
ENSG00000163220	Secreted to blood
ENSG00000163221	Secreted to blood
ENSG00000163235	Secreted to blood
ENSG00000163273	Secreted to blood
ENSG00000163382	Secreted to blood
ENSG00000163421	Secreted to blood
ENSG00000163430	Secreted to blood
ENSG00000163453	Secreted to blood
ENSG00000163515	Secreted to blood
ENSG00000163631	Secreted to blood
ENSG00000163661	Secreted to blood
ENSG00000163687	Secreted to blood
ENSG00000163734	Secreted to blood
ENSG00000163735	Secreted to blood
ENSG00000163736	Secreted to blood
ENSG00000163737	Secreted to blood
ENSG00000163739	Secreted to blood
ENSG00000163751	Secreted to blood
ENSG00000163794	Secreted to blood
ENSG00000163815	Secreted to blood
ENSG00000163898	Secreted to blood
ENSG00000164022	Secreted to blood
ENSG00000164047	Secreted to blood
ENSG00000164136	Secreted to blood
ENSG00000164176	Secreted to blood
ENSG00000164252	Secreted to blood
ENSG00000164283	Secreted to blood
ENSG00000164307	Secreted to blood
ENSG00000164308	Secreted to blood
ENSG00000164399	Secreted to blood
ENSG00000164400	Secreted to blood
ENSG00000164406	Secreted to blood
ENSG00000164485	Secreted to blood
ENSG00000164530	Secreted to blood
ENSG00000164733	Secreted to blood
ENSG00000164821	Secreted to blood
ENSG00000165197	Secreted to blood
ENSG00000165457	Secreted to blood
ENSG00000165471	Secreted to blood
ENSG00000166033	Secreted to blood
ENSG00000166035	Secreted to blood
ENSG00000166086	Secreted to blood
ENSG00000166090	Secreted to blood
ENSG00000166145	Secreted to blood
ENSG00000166147	Secreted to blood
ENSG00000166278	Secreted to blood
ENSG00000166311	Secreted to blood
ENSG00000166794	Secreted to blood
ENSG00000166922	Secreted to blood
ENSG00000166923	Secreted to blood
ENSG00000167244	Secreted to blood
ENSG00000167711	Secreted to blood
ENSG00000167772	Secreted to blood
ENSG00000167779	Secreted to blood
ENSG00000168056	Secreted to blood
ENSG00000168081	Secreted to blood
ENSG00000168811	Secreted to blood
ENSG00000168913	Secreted to blood
ENSG00000168961	Secreted to blood
ENSG00000169084	Secreted to blood
ENSG00000169193	Secreted to blood
ENSG00000169194	Secreted to blood
ENSG00000169242	Secreted to blood
ENSG00000169245	Secreted to blood
ENSG00000169248	Secreted to blood
ENSG00000169385	Secreted to blood
ENSG00000169397	Secreted to blood
ENSG00000169413	Secreted to blood
ENSG00000169429	Secreted to blood
ENSG00000169551	Secreted to blood
ENSG00000169814	Secreted to blood
ENSG00000170054	Secreted to blood
ENSG00000170099	Secreted to blood
ENSG00000170275	Secreted to blood
ENSG00000170458	Secreted to blood
ENSG00000170476	Secreted to blood
ENSG00000170962	Secreted to blood
ENSG00000171119	Secreted to blood
ENSG00000171136	Secreted to blood
ENSG00000171236	Secreted to blood
ENSG00000171557	Secreted to blood
ENSG00000171855	Secreted to blood
ENSG00000171951	Secreted to blood
ENSG00000172156	Secreted to blood
ENSG00000172179	Secreted to blood
ENSG00000172232	Secreted to blood
ENSG00000172236	Secreted to blood
ENSG00000172349	Secreted to blood
ENSG00000172410	Secreted to blood
ENSG00000172458	Secreted to blood
ENSG00000172543	Secreted to blood
ENSG00000172594	Secreted to blood
ENSG00000172724	Secreted to blood
ENSG00000173369	Secreted to blood
ENSG00000173372	Secreted to blood
ENSG00000173432	Secreted to blood
ENSG00000173531	Secreted to blood
ENSG00000173918	Secreted to blood
ENSG00000174562	Secreted to blood
ENSG00000174697	Secreted to blood
ENSG00000174808	Secreted to blood
ENSG00000175164	Secreted to blood
ENSG00000175189	Secreted to blood
ENSG00000175206	Secreted to blood
ENSG00000175336	Secreted to blood
ENSG00000175356	Secreted to blood
ENSG00000175505	Secreted to blood
ENSG00000175868	Secreted to blood
ENSG00000175899	Secreted to blood
ENSG00000176358	Secreted to blood
ENSG00000176473	Secreted to blood
ENSG00000176697	Secreted to blood
ENSG00000176845	Secreted to blood
ENSG00000176919	Secreted to blood
ENSG00000177047	Secreted to blood
ENSG00000177575	Secreted to blood
ENSG00000177868	Secreted to blood
ENSG00000178473	Secreted to blood
ENSG00000178752	Secreted to blood
ENSG00000178772	Secreted to blood
ENSG00000179600	Secreted to blood
ENSG00000179914	Secreted to blood
ENSG00000180875	Secreted to blood
ENSG00000181092	Secreted to blood
ENSG00000181374	Secreted to blood
ENSG00000181634	Secreted to blood
ENSG00000182393	Secreted to blood
ENSG00000182700	Secreted to blood
ENSG00000182718	Secreted to blood
ENSG00000182853	Secreted to blood
ENSG00000183087	Secreted to blood
ENSG00000183281	Secreted to blood
ENSG00000183395	Secreted to blood
ENSG00000183682	Secreted to blood
ENSG00000183691	Secreted to blood
ENSG00000183709	Secreted to blood
ENSG00000183844	Secreted to blood
ENSG00000183971	Secreted to blood
ENSG00000184163	Secreted to blood
ENSG00000184164	Secreted to blood
ENSG00000184344	Secreted to blood
ENSG00000184371	Secreted to blood
ENSG00000184374	Secreted to blood
ENSG00000184613	Secreted to blood
ENSG00000184719	Secreted to blood
ENSG00000184831	Secreted to blood
ENSG00000184995	Secreted to blood
ENSG00000185127	Secreted to blood
ENSG00000185198	Secreted to blood
ENSG00000185339	Secreted to blood
ENSG00000186792	Secreted to blood
ENSG00000186803	Secreted to blood
ENSG00000186891	Secreted to blood
ENSG00000186910	Secreted to blood
ENSG00000187094	Secreted to blood
ENSG00000187097	Secreted to blood
ENSG00000187116	Secreted to blood
ENSG00000187608	Secreted to blood
ENSG00000187997	Secreted to blood
ENSG00000188379	Secreted to blood
ENSG00000188488	Secreted to blood
ENSG00000189052	Secreted to blood
ENSG00000189058	Secreted to blood
ENSG00000189068	Secreted to blood
ENSG00000189377	Secreted to blood
ENSG00000196083	Secreted to blood
ENSG00000196136	Secreted to blood
ENSG00000196262	Secreted to blood
ENSG00000196352	Secreted to blood
ENSG00000196415	Secreted to blood
ENSG00000197006	Secreted to blood
ENSG00000197110	Secreted to blood
ENSG00000197249	Secreted to blood
ENSG00000197253	Secreted to blood
ENSG00000197272	Secreted to blood
ENSG00000197273	Secreted to blood
ENSG00000197461	Secreted to blood
ENSG00000197540	Secreted to blood
ENSG00000197586	Secreted to blood
ENSG00000197696	Secreted to blood
ENSG00000197766	Secreted to blood
ENSG00000197919	Secreted to blood
ENSG00000198670	Secreted to blood
ENSG00000204414	Secreted to blood
ENSG00000204444	Secreted to blood
ENSG00000204632	Secreted to blood
ENSG00000204671	Secreted to blood
ENSG00000205336	Secreted to blood
ENSG00000205403	Secreted to blood
ENSG00000206561	Secreted to blood
ENSG00000211445	Secreted to blood
ENSG00000213030	Secreted to blood
ENSG00000213218	Secreted to blood
ENSG00000213398	Secreted to blood
ENSG00000213927	Secreted to blood
ENSG00000214042	Secreted to blood
ENSG00000214274	Secreted to blood
ENSG00000217555	Secreted to blood
ENSG00000221887	Secreted to blood
ENSG00000223953	Secreted to blood
ENSG00000226887	Secreted to blood
ENSG00000226979	Secreted to blood
ENSG00000228083	Secreted to blood
ENSG00000228278	Secreted to blood
ENSG00000229314	Secreted to blood
ENSG00000229453	Secreted to blood
ENSG00000232196	Secreted to blood
ENSG00000233816	Secreted to blood
ENSG00000234465	Secreted to blood
ENSG00000234829	Secreted to blood
ENSG00000234906	Secreted to blood
ENSG00000236637	Secreted to blood
ENSG00000239697	Secreted to blood
ENSG00000239998	Secreted to blood
ENSG00000240654	Secreted to blood
ENSG00000240972	Secreted to blood
ENSG00000243364	Secreted to blood
ENSG00000243449	Secreted to blood
ENSG00000243509	Secreted to blood
ENSG00000243649	Secreted to blood
ENSG00000244414	Secreted to blood
ENSG00000248099	Secreted to blood
ENSG00000250722	Secreted to blood
ENSG00000254647	Secreted to blood
ENSG00000254709	Secreted to blood
ENSG00000255823	Secreted to blood
ENSG00000256045	Secreted to blood
ENSG00000256618	Secreted to blood
ENSG00000257017	Secreted to blood
ENSG00000258818	Secreted to blood
ENSG00000259384	Secreted to blood
ENSG00000261701	Secreted to blood
ENSG00000261857	Secreted to blood
ENSG00000262655	Secreted to blood
ENSG00000263761	Secreted to blood
ENSG00000264343	Secreted to blood
ENSG00000267467	Secreted to blood
ENSG00000267631	Secreted to blood
ENSG00000269028	Secreted to blood
ENSG00000270188	Secreted to blood
ENSG00000270672	Secreted to blood
ENSG00000271503	Secreted to blood
ENSG00000274736	Secreted to blood
ENSG00000275063	Secreted to blood
ENSG00000275152	Secreted to blood
ENSG00000275302	Secreted to blood
ENSG00000275385	Secreted to blood
ENSG00000275718	Secreted to blood
ENSG00000276070	Secreted to blood
ENSG00000276085	Secreted to blood
ENSG00000276409	Secreted to blood
ENSG00000276911	Secreted to blood
ENSG00000277632	Secreted to blood
